"Show Number","Air Date","Round","Category","Value","Question","Answer","Correct"
1740,"1992-03-06","Jeopardy!","THE BIBLE",400,"This wise successor of David is also called Jedidiah, meaning ""Yahweh's beloved""","Solomon","TRUE"
1740,"1992-03-06","Jeopardy!","SWEET TREATS",400,"Nestle says over 125,000 tons of these chocolate chip cookies are baked in the home every year","Toll House Cookies","FALSE"
1740,"1992-03-06","Jeopardy!","RHYME TIME",400,"A quick, casual kiss on the nape","a neck peck","FALSE"
1740,"1992-03-06","Jeopardy!","THE 1980s",500,"Vaclav Havel went from political prisoner to president of this country in 1989","Czechoslovakia","TRUE"
1740,"1992-03-06","Jeopardy!","ANIMATED FILMS",500,"This 1988 film told of an orphaned baby brontosaurus named Littlefoot","The Land Before Time","FALSE"
1740,"1992-03-06","Jeopardy!","FROG ANATOMY",500,"The nictitating membrane is also called the third one of these","the frog's eyelid","TRUE"
1740,"1992-03-06","Jeopardy!","THE BIBLE",500,"God instructed Noah to use this kind of wood to build the ark","gopher wood","FALSE"
1740,"1992-03-06","Jeopardy!","SWEET TREATS",500,"This almost cube-shaped candy was named for the developer's granddaughter, a ""hefty"" baby","Chunky","TRUE"
1740,"1992-03-06","Jeopardy!","RHYME TIME",500,"A silent mob scene","a quiet riot","TRUE"
1740,"1992-03-06","Double Jeopardy!","U.S. GEOGRAPHY",200,"Known as the ""Father of Waters"", this river drains an area of approx. 1,247,000 square miles","the Mississippi","FALSE"
1740,"1992-03-06","Double Jeopardy!","LAW & GOVERNMENT",200,"The constitution divides the government into three branches: Executive, Judicial & this","Legislative","FALSE"
1740,"1992-03-06","Double Jeopardy!","THE BYRDS & THE BEAS",200,"For her, 1st came ""All In The Family"", then came ""Maude"", the came ""The Golden Girls""","Bea Arthur","TRUE"
1740,"1992-03-06","Double Jeopardy!","DANCE",200,"Some dancers get their kicks doing high kicks in this Radio City Music Hall chorus line","the Rockettes","TRUE"
1740,"1992-03-06","Double Jeopardy!","HOLIDAYS & OBSERVANCES",200,"It's the holiday on which the Tournament of Roses & Mummers parades usually take place","New Year's Day","TRUE"
1740,"1992-03-06","Double Jeopardy!","SHAKESPEAREAN CHARACTERS",200,"In Act 1, Scene 1 of ""Macbeth"" this trio vanishes in ""the fog and filthy air""","the three witches","FALSE"
1740,"1992-03-06","Double Jeopardy!","U.S. GEOGRAPHY",400,"The westernmost and northernmost points in the U.S. are both located in this state","Alaska","FALSE"
1740,"1992-03-06","Double Jeopardy!","LAW & GOVERNMENT",400,"A measure defeated in 1990 would have allowed states to prosecute persons who desecrated this","the American flag","TRUE"
1740,"1992-03-06","Double Jeopardy!","THE BYRDS & THE BEAS",400,"In 1934 he spent several months alone near the South Pole","Admiral Byrd","FALSE"
1740,"1992-03-06","Double Jeopardy!","DANCE",400,"19th c. women exposed their petticoats when they did this naughty French dance also known as <i>Le Chahut</i>","the can-can","FALSE"
1740,"1992-03-06","Double Jeopardy!","HOLIDAYS & OBSERVANCES",400,"Nation Fire Prevention Week always includes October 9, the anniversary of this city's 1871 fire","Chicago","TRUE"
1740,"1992-03-06","Double Jeopardy!","SHAKESPEAREAN CHARACTERS",400,"Soon after Hamlet finishes his ""Alas, poor Yorick!"" speech he sees this woman's funeral procession","Ophelia","FALSE"
1740,"1992-03-06","Double Jeopardy!","U.S. GEOGRAPHY",600,"The Bluegrass region, an area of gently rolling pastures, covers the north central part of this state","Kentucky","FALSE"
1740,"1992-03-06","Double Jeopardy!","LAW & GOVERNMENT",800,"Though given 10 years for ratification, this amendment failed by 3 states in 1982","the Equal Rights Amendment","TRUE"
1740,"1992-03-06","Double Jeopardy!","THE BYRDS & THE BEAS",600,"The Victoria & Albert Museum in London has the original illustrations she did for her many kids' books","Beatrix Potter","FALSE"
1740,"1992-03-06","Double Jeopardy!","DANCE",600,"The 1786 Opera ""Una Cosa Rara"" featured one of the first of these Viennese dances","a waltz","TRUE"
1740,"1992-03-06","Double Jeopardy!","HOLIDAYS & OBSERVANCES",600,"This Jewish holiday is celebrated on the first day of the lunar month of Tishri","Rosh Hashanah","FALSE"
1740,"1992-03-06","Double Jeopardy!","SHAKESPEAREAN CHARACTERS",600,"She says, ""that death's unnatural that kills for loving"" before Othello strangles her","Desdemona","FALSE"
1740,"1992-03-06","Double Jeopardy!","U.S. GEOGRAPHY",800,"Lake Pontchartrain & St. Bernard Parish form part of this city's northern & southern boundaries","New Orleans","TRUE"
1740,"1992-03-06","Double Jeopardy!","LAW & GOVERNMENT",800,"Because of its secretiveness, the American Party in the 1850s was also known by this name","The Know-Nothings","FALSE"
1740,"1992-03-06","Double Jeopardy!","THE BYRDS & THE BEAS",800,"He was the Senate's Minority Leader from 1980-87, then moved up to Majority Leader","Robert Byrd","TRUE"
1740,"1992-03-06","Double Jeopardy!","DANCE",800,"The basic floor pattern of this elegant 17th c. French court dance evolved to resemble the letter Z","the minuet","FALSE"
1740,"1992-03-06","Double Jeopardy!","HOLIDAYS & OBSERVANCES",800,"The night before the 3rd Monday in April, lanterns are hung in the steeple of this Boston church","the Old North Church","FALSE"
1740,"1992-03-06","Double Jeopardy!","SHAKESPEAREAN CHARACTERS",2000,"""I am a very foolish fond old man"", he tells his daughter Cordelia","King Lear","FALSE"
1740,"1992-03-06","Double Jeopardy!","U.S. GEOGRAPHY",1000,"Important dams on this river include Rock Island, Rocky Reach & Grand Coulee","the Columbia River","TRUE"
1740,"1992-03-06","Double Jeopardy!","LAW & GOVERNMENT",1000,"In 1798 Congress passed these controversial laws dealing with foreigners & with inciting rebellion","the Alien & Sedition Acts","FALSE"
1740,"1992-03-06","Double Jeopardy!","THE BYRDS & THE BEAS",1000,"The only country in the world today with a reigning Queen Bea","the Netherlands","FALSE"
1740,"1992-03-06","Double Jeopardy!","DANCE",1000,"Late black choreographer whose American Dance Theatre became multiracial in the 1960s","Alvin Ailey","TRUE"
1740,"1992-03-06","Double Jeopardy!","HOLIDAYS & OBSERVANCES",1000,"Medieval Europeans believed that birds begin to mate on this day","St. Valentine's Day","TRUE"
1740,"1992-03-06","Double Jeopardy!","SHAKESPEAREAN CHARACTERS",1000,"Portia disguises herself as a male lawyer in this play set in Italy","Merchant of Venice","TRUE"
1740,"1992-03-06","Final Jeopardy!","20th CENTURY VICE PRESIDENTS","NA","The only VP to become president not immediately after his vice presidential term","Richard Nixon","FALSE"
3697,"2000-10-03","Jeopardy!","GEOGRAPH""Y""",100,"There's an active volcano on Sicily, an island that's part of this country","Italy","TRUE"
3697,"2000-10-03","Jeopardy!","TELEVISION",100,"Ben Gould & Samantha Becker roam the halls of Bayside High as part of ""The New Class"" on this show","Saved By the Bell","FALSE"
3697,"2000-10-03","Jeopardy!","REQUIRED READING",100,"In 2 classic survival stories, it's the last name of a Swiss family & the first name of Mr. Crusoe","Robinson","FALSE"
3697,"2000-10-03","Jeopardy!","HOMOPHONES",100,"Rain heavily, or a tiny opening in the skin","a pour/pore","TRUE"
3697,"2000-10-03","Jeopardy!","YOU DO THE MATH",100,"The number of items in a dozen times the number of months in a year","144 (12 x 12)","TRUE"
3697,"2000-10-03","Jeopardy!","ODDS & ENDS",100,"The Time Almanac states ""There is little reason to believe that the architects intended"" this ""to lean""","the Leaning Tower of Pisa","FALSE"
3697,"2000-10-03","Jeopardy!","GEOGRAPH""Y""",200,"It's the largest city in Utah","Salt Lake City","FALSE"
3697,"2000-10-03","Jeopardy!","TELEVISION",200,"The series finale of this Fox drama aired on May 17, 2000, 2 weeks after the last ""Party of Five""","Beverly Hills, 90210","TRUE"
3697,"2000-10-03","Jeopardy!","REQUIRED READING",200,"The photo seen <a href=""http://www.j-archive.com/media/2000-10-03_J_19.jpg"" target=""_blank"">here</a> is on the cover of an award-winning ""photobiography"" of this man","Abraham Lincoln","TRUE"
3697,"2000-10-03","Jeopardy!","HOMOPHONES",200,"Masculine, or letters & packages","male/mail","FALSE"
3697,"2000-10-03","Jeopardy!","YOU DO THE MATH",200,"The number of legs on a spider plus the number of legs on a fly","14 (8 + 6)","FALSE"
3697,"2000-10-03","Jeopardy!","ODDS & ENDS",200,"This constellation is also called The Twins","Gemini","FALSE"
3697,"2000-10-03","Jeopardy!","GEOGRAPH""Y""",300,"This Scandinavian country has 2 forms of its official language -- Bokmal & Nynorsk","Norway","FALSE"
3697,"2000-10-03","Jeopardy!","TELEVISION",300,"This wallaby's ""Modern Life"" takes place in O Town with his dog Spunky & his pal Heffer","Rocko","FALSE"
3697,"2000-10-03","Jeopardy!","REQUIRED READING",300,"Last name of sisters Emily & Charlotte, a 1-2 punch with ""Wuthering Heights"" & ""Jane Eyre""","Bronte","FALSE"
3697,"2000-10-03","Jeopardy!","HOMOPHONES",300,"A walkway between sections of seats in a theater, or a small piece of land surrounded by water","an aisle/isle","TRUE"
3697,"2000-10-03","Jeopardy!","YOU DO THE MATH",300,"The number of sides on an octagon minus the number of sides on a hexagon","2 (8 - 6)","TRUE"
3697,"2000-10-03","Jeopardy!","ODDS & ENDS",300,"Room of the house in which you'd normally find a four-poster","the bedroom","FALSE"
3697,"2000-10-03","Jeopardy!","GEOGRAPH""Y""",400,"While many countries in Europe have been splitting up, this one got back together in 1990","Germany","FALSE"
3697,"2000-10-03","Jeopardy!","TELEVISION",400,"Alice is the housekeeper on this classic sitcom; Sam the butcher is her boyfriend","The Brady Bunch","TRUE"
3697,"2000-10-03","Jeopardy!","REQUIRED READING",400,"This 19th century American writer of scary stories also wrote the love poem ""Annabel Lee""","(Edgar Allan) Poe","TRUE"
3697,"2000-10-03","Jeopardy!","HOMOPHONES",400,"A monetary gain, or one who foretells the future","profit/prophet","FALSE"
3697,"2000-10-03","Jeopardy!","YOU DO THE MATH",400,"The number of days in a week times the number of ancient ""wonders of the world""","49 (7 x 7)","TRUE"
3697,"2000-10-03","Jeopardy!","ODDS & ENDS",400,"To make these on your own, cube day-old bread, fry in butter, oil & garlic, then bake","croutons","TRUE"
3697,"2000-10-03","Jeopardy!","GEOGRAPH""Y""",500,"The last British ship of convicts pulled into this Australian city's port in 1849","Sydney","TRUE"
3697,"2000-10-03","Jeopardy!","TELEVISION",500,"On this NBC sci-fi drama, genius Jarod was played by Michael T. Weiss as a man & by Ryan Merriman as a boy","The Pretender","FALSE"
3697,"2000-10-03","Jeopardy!","REQUIRED READING",500,"In works of mythology, Ajax was one of the heroes of this country in the Trojan War","Greece","TRUE"
3697,"2000-10-03","Jeopardy!","HOMOPHONES",800,"Deserve, or a large decorative vase","earn/urn","FALSE"
3697,"2000-10-03","Jeopardy!","YOU DO THE MATH",500,"The number of events in a decathlon divided by the number of years in a decade","1 (10 / 10)","TRUE"
3697,"2000-10-03","Jeopardy!","ODDS & ENDS",500,"Odds are 1 in 3 that the American spud you're eating was grown in this state","Idaho","TRUE"
3697,"2000-10-03","Double Jeopardy!","THE SOLAR SYSTEM",200,"Neptune also has these features, including LeVerrier & Adams; only Saturn's can be seen through a small telescope","rings","FALSE"
3697,"2000-10-03","Double Jeopardy!","HISTORY IN MOVIES",200,"""The Quest for Camelot"" featured Pierce Brosnan as the voice of this Valiant Ruler","King Arthur","FALSE"
3697,"2000-10-03","Double Jeopardy!","BALLET",200,"A new ballet about this puppet who yearns to be a boy had it's U.S. premiere in Atlanta in 2000","Pinocchio","TRUE"
3697,"2000-10-03","Double Jeopardy!","THE SPOOKY & THE MYSTERIOUS",200,"Supposedly, President Harrison is heard in the attic & Jackson haunts the Rose Bedroom in this house","the White House","FALSE"
3697,"2000-10-03","Double Jeopardy!","TRAVEL & TOURISM",200,"If you don't mind the cold, you can pan for this metal at Tankavaara in Finland","gold","FALSE"
3697,"2000-10-03","Double Jeopardy!","QUOTATIONS",200,"In a 1961 speech he said, ""...ask not what America will do for you, but what together we can do for the freedom of man""","JFK (John F. Kennedy)","TRUE"
3697,"2000-10-03","Double Jeopardy!","THE SOLAR SYSTEM",400,"It's been estimated that this planet contains about 70% of all the material in the solar system, excluding the sun","Jupiter","TRUE"
3697,"2000-10-03","Double Jeopardy!","HISTORY IN MOVIES",400,"Kathy Bates played the real-life ""Unsinkable"" Molly Brown in this Leonardo DiCaprio adventure","Titanic","TRUE"
3697,"2000-10-03","Double Jeopardy!","BALLET",400,"""Scrooge"" is a festive holiday ballet inspired by this beloved book","A Christmas Carol","TRUE"
3697,"2000-10-03","Double Jeopardy!","THE SPOOKY & THE MYSTERIOUS",400,"This ""Triangle"" near Florida has been the site of numerous maritime disasters","the Bermuda Triangle","FALSE"
3697,"2000-10-03","Double Jeopardy!","TRAVEL & TOURISM",400,"While visiting the city of Agra in this country, don't miss the Agra Fort & the Taj Mahal","India","TRUE"
3697,"2000-10-03","Double Jeopardy!","QUOTATIONS",400,"This ""Huck Finn"" author wrote ""Few things are harder to put up with than the annoyance of a good example""","Mark Twain","TRUE"
3697,"2000-10-03","Double Jeopardy!","THE SOLAR SYSTEM",600,"Because of its similar size, this planet is known as Earth's ""twin""","Venus","TRUE"
3697,"2000-10-03","Double Jeopardy!","HISTORY IN MOVIES",600,"""The Prince of Egypt"" featured Ralph Fiennes as the voice of this stubborn ruler","the Pharaoh","TRUE"
3697,"2000-10-03","Double Jeopardy!","BALLET",600,"In a Tchaikovsky ballet, this title character is awakened with a kiss","Sleeping Beauty","TRUE"
3697,"2000-10-03","Double Jeopardy!","THE SPOOKY & THE MYSTERIOUS",600,"It's the mysterious prehistoric structure seen <a href=""http://www.j-archive.com/media/2000-10-03_DJ_14.jpg"" target=""_blank"">here</a>","a Stonehenge","TRUE"
3697,"2000-10-03","Double Jeopardy!","TRAVEL & TOURISM",600,"The International UFO Museum & Research Center is in this New Mexico city where some say UFOs have landed","Roswell","TRUE"
3697,"2000-10-03","Double Jeopardy!","QUOTATIONS",600,"This talk show host said, ""I admire, respect & adore authors"" when she was honored for her book club","Oprah","FALSE"
3697,"2000-10-03","Double Jeopardy!","THE SOLAR SYSTEM",800,"This planet has more in common with Triton, Neptune's largest moon, than it does with any of the other planets","Pluto","FALSE"
3697,"2000-10-03","Double Jeopardy!","HISTORY IN MOVIES",800,"In ""Sahara"", set in this war, German soldiers attack Humphrey Bogart at a desert oasis","World War II","TRUE"
3697,"2000-10-03","Double Jeopardy!","BALLET",800,"""The Nutcracker"" often features a pas de deux bythe prince and this fairy who rules the Kingdom of Sweets","the Sugarplum Fairy","FALSE"
3697,"2000-10-03","Double Jeopardy!","THE SPOOKY & THE MYSTERIOUS",800,"Thousands of years ago this legendary lost continent is believed by some to have vanished beneath the waves","Atlantis","FALSE"
3697,"2000-10-03","Double Jeopardy!","TRAVEL & TOURISM",800,"To visit Abraham Lincoln's birthplace, you have to go to this U.S. state","Kentucky","FALSE"
3697,"2000-10-03","Double Jeopardy!","QUOTATIONS",1100,"In 1944 she wrote in her diary, ""In spite of everything I still believe that people are really good at heart""","Anne Frank","FALSE"
3697,"2000-10-03","Double Jeopardy!","THE SOLAR SYSTEM",1000,"(<a href=""http://www.j-archive.com/media/2000-10-03_DJ_05.jpg"" target=""_blank"">All right players, take a look at the monitor, and here's Bill Nye, the Science Guy:</a>)  The dividing line between the light and the dark side of the moon is called this [<a href=""http://www.j-archive.com/media/2000-10-03_DJ_05a.jpg"" target=""_blank"">puts on shades</a>, as <a href=""http://www.j-archive.com/media/2000-10-03_DJ_05b.jpg"" target=""_blank"">lights go out</a>] ""I'll be back.""","the terminator","TRUE"
3697,"2000-10-03","Double Jeopardy!","HISTORY IN MOVIES",1000,"In this famous film Scarlett O'Hara doesn't let the South losing the Civil War slow her down","Gone With the Wind","FALSE"
3697,"2000-10-03","Double Jeopardy!","BALLET",1000,"""The Steadfast Tin Soldier"" is based on a fairy tale by this famous Dane","Hans Christian Andersen","TRUE"
3697,"2000-10-03","Double Jeopardy!","THE SPOOKY & THE MYSTERIOUS",1000,"This large dinosaur-like creature possibly lives in a large Scottish lake near Inverness","the Loch Ness Monster","FALSE"
3697,"2000-10-03","Double Jeopardy!","TRAVEL & TOURISM",1000,"This British wax museum famed for its chamber of horrors now has a time-traveling ride in it, too","Madame Tussauds","FALSE"
3697,"2000-10-03","Double Jeopardy!","QUOTATIONS",1000,"The preamble to the U.S. Constitution begins with these 3 words","""We the People""","TRUE"
3697,"2000-10-03","Final Jeopardy!","FAMOUS TEENAGERS","NA","This young man who turned 18 on June 21, 2000 has a dog named Widgeon & a younger brother named Harry","Prince William","FALSE"
5079,"2006-10-12","Jeopardy!","A LITERARY TOUR",200,"Head to Odense, Denmark to see his childhood home & sculptures inspired by his fairy tales","(Hans Christian) Andersen","FALSE"
5079,"2006-10-12","Jeopardy!","COLORFUL GROUPS",200,"They ""Wish You Were Here"": ____ Floyd","Pink","TRUE"
5079,"2006-10-12","Jeopardy!","UNFORESEEN FINDS",200,"In 1879 this was discovered when a scientist's food was found to be sweet from the residue of a coal tar experiment","saccharin","FALSE"
5079,"2006-10-12","Jeopardy!","THE TITANIC",200,"The only country outside the British Isles where the Titanic ever anchored","France","TRUE"
5079,"2006-10-12","Jeopardy!","WHAT'S THAT SOUND?",200,"Ports lying on the banks of this sound include Bremerton, Everett & Tacoma","Puget Sound","FALSE"
5079,"2006-10-12","Jeopardy!","""B"" PREPARED",200,"A non-rigid flexible dirigible","blimp","FALSE"
5079,"2006-10-12","Jeopardy!","A LITERARY TOUR",400,"To see the Great Bed of Ware mentioned in ""Twelfth Night"", go to this museum named for a royal couple","the Victoria and Albert Museum (Victoria & Albert accepted)","FALSE"
5079,"2006-10-12","Jeopardy!","COLORFUL GROUPS",400,"They'd like you to ""Shake Your Money Maker"": The ____ Crowes","Black","TRUE"
5079,"2006-10-12","Jeopardy!","UNFORESEEN FINDS",400,"G.E. scientists looking for synthetic rubber during WWII discovered this toy that lifts images off a page","Silly Putty","TRUE"
5079,"2006-10-12","Jeopardy!","THE TITANIC",400,"2 of these towered over the deck & were used as flagpoles & to string the wireless aerial","masts","FALSE"
5079,"2006-10-12","Jeopardy!","WHAT'S THAT SOUND?",400,"Block Island Sound separates Block Island from this tiny state's mainland","Rhode Island","TRUE"
5079,"2006-10-12","Jeopardy!","""B"" PREPARED",400,"""I'll Go Home With Bonnie Jean"" is one of many lively songs in this Lerner & Loewe musical","Brigadoon","TRUE"
5079,"2006-10-12","Jeopardy!","A LITERARY TOUR",600,"Have a homey lunch at this author's Salinas, California birthplace; it's now a restaurant","John Steinbeck","TRUE"
5079,"2006-10-12","Jeopardy!","COLORFUL GROUPS",600,"Leaders of a ""Seven Nation Army"": The ____ Stripes","White","TRUE"
5079,"2006-10-12","Jeopardy!","UNFORESEEN FINDS",600,"To spite a customer who complained the tubers were too thick, chef George Crum created what became this treat","potato chips","TRUE"
5079,"2006-10-12","Jeopardy!","THE TITANIC",600,"This happened between the third & fourth funnel, a fact no one knew until the Titanic was found in 1985","it broke in half","TRUE"
5079,"2006-10-12","Jeopardy!","WHAT'S THAT SOUND?",600,"This state's outer banks create Pamlico Sound, the largest lagoon on the East Coast of the United States","North Carolina","FALSE"
5079,"2006-10-12","Jeopardy!","""B"" PREPARED",600,"This period lasted from about 3500 to 1500 B.C.","the Bronze Age","TRUE"
5079,"2006-10-12","Jeopardy!","A LITERARY TOUR",800,"Chat about Lady Chatterley at this author's birthplace museum in Nottinghamshire","D.H. Lawrence","TRUE"
5079,"2006-10-12","Jeopardy!","COLORFUL GROUPS",800,"They're ""Under The Bridge"": ____ ____ Chili Peppers","Red Hot","FALSE"
5079,"2006-10-12","Jeopardy!","UNFORESEEN FINDS",800,"This product was born when a new 3M jet-fuel hose material spilled on shoes & made them waterproof & stain-resistant","Scotchgard","FALSE"
5079,"2006-10-12","Jeopardy!","THE TITANIC",800,"The first warning of the iceberg came at 11:40 P.M. from Fred Fleet, the lookout in this platform high above the deck","the crow's nest","FALSE"
5079,"2006-10-12","Jeopardy!","WHAT'S THAT SOUND?",800,"The islands in Australia's Yampi Sound are rich in hematite, an ore of this metal","iron","TRUE"
5079,"2006-10-12","Jeopardy!","""B"" PREPARED",800,"This U.S. government department is abbreviated B.I.A.","the Bureau of Indian Affairs","TRUE"
5079,"2006-10-12","Jeopardy!","A LITERARY TOUR",1000,"Perhaps you'll draft your Nobel Prize acceptance speech at NYC's Algonquin Hotel, as this Mississippi man did in 1950","Faulkner","FALSE"
5079,"2006-10-12","Jeopardy!","COLORFUL GROUPS",1000,"Hard rockers ""Burnin' For You"": ____ ____ Cult","Blue Öyster","TRUE"
5079,"2006-10-12","Jeopardy!","UNFORESEEN FINDS",1000,"The idea for this device occurred when a magnetron melted a candy bar in Raytheon engineer Percy Spencer's pocket","the microwave","FALSE"
5079,"2006-10-12","Jeopardy!","THE TITANIC",1000,"Gates prevented 700 of these passengers from getting up to the main deck, though they didn't stop Leo in the movie","third class","TRUE"
5079,"2006-10-12","Jeopardy!","WHAT'S THAT SOUND?",1000,"Antarctica's McMurdo Sound was discovered in 1841 by this Brit who has a nearby sea & ice shelf named for him","(Sir James Clark) Ross","FALSE"
5079,"2006-10-12","Jeopardy!","""B"" PREPARED",1000,"Meaning a noisy commotion, it may derive from ""baruch habba"", a loud traditional greeting at a synagogue","brouhaha","FALSE"
5079,"2006-10-12","Double Jeopardy!","CAESAR",400,"The Arch of the Emperor Titus in Rome heralds his conquest of this city in 70 A.D., ending the Jewish revolt","Jerusalem","FALSE"
5079,"2006-10-12","Double Jeopardy!","NEWMAN'S OWN",400,"1969 film in which Paul Newman tells Robert Redford, ""Boy, I got vision, and the rest of the world wears bifocals""","Butch Cassidy and the Sundance Kid","FALSE"
5079,"2006-10-12","Double Jeopardy!","CATALINA",400,"(<a href=""http://www.j-archive.com/media/2006-10-12_DJ_26.jpg"" target=""_blank"">Cheryl of the Clue Crew reads from near a fountain on Catalina Island, CA.</a>)  In 1919 this chewing gum magnate bought Catalina & built it into a world-class resort","(William) Wrigley","TRUE"
5079,"2006-10-12","Double Jeopardy!","CRAFT",400,"Saddler's pliers were created for gripping this material","leather","TRUE"
5079,"2006-10-12","Double Jeopardy!","ITALIAN",400,"""Parla come mangi"", literally ""speak the way you"" do this, means to speak simply & clearly","eat","FALSE"
5079,"2006-10-12","Double Jeopardy!","DRESSING",400,"Traditional Highland dress includes a wide belt, presumably holding up this","a kilt","TRUE"
5079,"2006-10-12","Double Jeopardy!","CAESAR",800,"He was caesar & emperor when Jesus was born","Augustus","FALSE"
5079,"2006-10-12","Double Jeopardy!","NEWMAN'S OWN",800,"Newman played Brick opposite Liz Taylor's Maggie in this film adaptation of a play","Cat on a Hot Tin Roof","TRUE"
5079,"2006-10-12","Double Jeopardy!","CATALINA",800,"Movies shot on Catalina include <a href=""http://www.j-archive.com/media/2006-10-12_DJ_27.jpg"" target=""_blank"">this</a> 1935 Oscar winner starring Clark Gable & Charles Laughton","Mutiny on the Bounty","TRUE"
5079,"2006-10-12","Double Jeopardy!","CRAFT",800,"This word for a step in sewing a garment is also found paired with ""hawing""","hemming","FALSE"
5079,"2006-10-12","Double Jeopardy!","ITALIAN",800,"Literally ""good day"", it's the basic Italian hello","buon giorno","FALSE"
5079,"2006-10-12","Double Jeopardy!","DRESSING",800,"The hour for mixed drinks, or the type of short evening dress appropriate then","cocktail","FALSE"
5079,"2006-10-12","Double Jeopardy!","CAESAR",4000,"AKA the Flavian Amphitheatre, this ancient structure was begun by the Roman emperor Vespasian around 72 A.D.","the Colosseum","FALSE"
5079,"2006-10-12","Double Jeopardy!","NEWMAN'S OWN",1200,"Paul Newman played ""Fast"" Eddie Felson in these 2 movies","The Hustler & The Color of Money","TRUE"
5079,"2006-10-12","Double Jeopardy!","CATALINA",1200,"(<a href=""http://www.j-archive.com/media/2006-10-12_DJ_28.jpg"" target=""_blank"">Sarah of the Clue Crew reports from a hillside on Catalina Island, CA.</a>)  One of Catalina's most famous residents was <a href=""http://www.j-archive.com/media/2006-10-12_DJ_28a.jpg"" target=""_blank"">this</a> author of ""Riders of the Purple Sage"", who built a home here in 1926","(Zane) Grey","FALSE"
5079,"2006-10-12","Double Jeopardy!","CRAFT",1200,"If you apply pieces of one material to another, you're practicing this craft, from the French for ""apply""","appliqué","TRUE"
5079,"2006-10-12","Double Jeopardy!","ITALIAN",1200,"The divine ""Don Giovanni"" duet ""La ci darem la mano"" means ""There, you'll give me"" this","your hand","TRUE"
5079,"2006-10-12","Double Jeopardy!","DRESSING",7000,"In 1953 the Witty Brothers promoted the first suit made of this by having a model wear it for 67 straight days","polyester","TRUE"
5079,"2006-10-12","Double Jeopardy!","CAESAR",1600,"According to legend, this unhinged Roman emperor made his horse a priest & a consul","Caligula","TRUE"
5079,"2006-10-12","Double Jeopardy!","NEWMAN'S OWN",1600,"Film in which washed-up lawyer Newman redeems himself by taking a medical malpractice case to trial","The Verdict","TRUE"
5079,"2006-10-12","Double Jeopardy!","CATALINA",1600,"Catalina had Southern Calif.'s first golf course; from 1931 to 1955 it hosted a tournament named for this Ga. great","Bobby Jones","FALSE"
5079,"2006-10-12","Double Jeopardy!","CRAFT",1600,"With drying, drilling & maybe decorating, a gourd can be made into one of these, perhaps for a purple martin","a birdhouse","FALSE"
5079,"2006-10-12","Double Jeopardy!","ITALIAN",1600,"From an Italian word for ""grape stalk"", it's brandy distilled from the remains of grapes after pressing","grappa","TRUE"
5079,"2006-10-12","Double Jeopardy!","DRESSING",1600,"2-word, somewhat contradictory-sounding term for the NBA's player dress code that allows dress slacks or khakis","business casual","FALSE"
5079,"2006-10-12","Double Jeopardy!","CAESAR",2000,"The chief figure in 2 books by Robert Graves, this emperor may have been poisoned by his fourth wife","Claudius","TRUE"
5079,"2006-10-12","Double Jeopardy!","NEWMAN'S OWN",2000,"Newman played Irish mob boss John Rooney in Depression-era Chicago in this 2002 film","Road to Perdition","TRUE"
5079,"2006-10-12","Double Jeopardy!","CATALINA",2000,"(<a href=""http://www.j-archive.com/media/2006-10-12_DJ_25.jpg"" target=""_blank"">Cheryl of the Clue Crew reports from on high on Catalina Island, CA.</a>)  Catalina's only city shares its name with this island of the King Arthur legends","Avalon","FALSE"
5079,"2006-10-12","Double Jeopardy!","CRAFT",2000,"The tole type of this decorative activity was originally done on tin utensils but now uses lots of surfaces","painting","TRUE"
5079,"2006-10-12","Double Jeopardy!","ITALIAN",2000,"If you're not going sinistra or destra, you're going sempre diritto, meaning this","always straight","FALSE"
5079,"2006-10-12","Double Jeopardy!","DRESSING",2000,"Scarlett O'Hara is introduced wearing a ""tightly fitting basque"", this upper part of a dress","the bodice","TRUE"
5079,"2006-10-12","Final Jeopardy!","WORLD CAPITALS","NA","Started in 1988 for this city's 75th anniversary, a Springtime Flower Festival in September shows off its Commonwealth Park","Canberra, Australia","TRUE"
4487,"2004-02-24","Jeopardy!","ISRAEL",200,"If you're getting engaged, consider a visit to Netanya, a world center for cutting & polishing these","diamonds","FALSE"
4487,"2004-02-24","Jeopardy!","ANAGRAMMED BIRDS",200,"A holiday standard: key rut","turkey","FALSE"
4487,"2004-02-24","Jeopardy!","FRANCIS SCOTT KEY",200,"Washingtonians refer to the Francis Scott Key Bridge over this river as ""The Car-Strangled Spanner""","the Potomac","FALSE"
4487,"2004-02-24","Jeopardy!","I'LL MAKE A NOTE OF IT",200,"In astrological notation, this sign is represented by 2 fish","Pisces","FALSE"
4487,"2004-02-24","Jeopardy!","FOOD CHAIN",200,"In 1979 this chain introduced its Happy Meal","McDonald's","TRUE"
4487,"2004-02-24","Jeopardy!","HARRISON FORD MOVIES",200,"""Snakes.  Why'd it have to be snakes?""","Raiders of the Lost Ark","FALSE"
4487,"2004-02-24","Jeopardy!","ISRAEL",400,"Sde Boker, one of these cooperative communities, was the retirement home of first prime minister David Ben-Gurion","kibbutz","TRUE"
4487,"2004-02-24","Jeopardy!","ANAGRAMMED BIRDS",400,"A big African: to Chris","ostrich","FALSE"
